Rank,Title,Domestic Gross,Year,is_book,is_book_match_src,is_book_match,imdb_rating,imdb_vote_count,runtime_minutes,movie_genre_raw,movie_release_month,mpaa_rating,distributor,book_avg_rating,book_ratings_count,book_reviews_count,book_page_count,book_series_indicator,book_description_length,goodreads_match_score
480,The Wild Robot,143901945,2024,0,,,8.2,217032.0,102.0,"Adventure,Animation,Family",9.0,PG,,,,,,,,
481,Rio,143619809,2011,0,,,6.9,271213.0,96.0,"Adventure,Animation,Comedy",4.0,G,,,,,,,,
482,Kung Fu Panda 3,143528619,2016,0,,,7.1,215862.0,95.0,"Action,Adventure,Animation",1.0,PG,,,,,,,,
483,Juno,143495265,2007,0,,,7.4,570931.0,96.0,"Comedy,Drama",12.0,PG-13,Netflix | Searchlight Pictures | Disney+,,,,,,,
484,Marley & Me,143153751,2008,0,,,7.0,175171.0,115.0,"Drama,Family",12.0,PG,20th Century Studios | Netflix | InterCom,,,,,,,
485,The Smurfs,142614158,2011,0,,,5.4,103906.0,103.0,"Adventure,Animation,Comedy",7.0,PG,Netflix | InterCom,,,,,,,
486,Once Upon a Time... in Hollywood,142502728,2019,0,,,7.6,954424.0,161.0,"Comedy,Drama",7.0,R,,,,,,,,
487,xXx,142109382,2002,0,,,5.9,193222.0,124.0,"Action,Adventure,Drama",8.0,PG-13,Columbia Pictures | Netflix | Xfinity Streampix,,,,,,,
488,The Jungle Book,141843612,1967,1,wikipedia_raw,The Jungle Book (1967),7.6,212188.0,78.0,"Adventure,Animation,Comedy",10.0,G,,4.01,109.0,7.0,,0.0,933.0,100.0
489,The Chronicles of Narnia: Prince Caspian,141621490,2008,1,wikipedia_raw,The Chronicles of Narnia: Prince Caspian (2008),6.5,238481.0,150.0,"Action,Adventure,Family",5.0,PG,Netflix | Fórum Hungary | Disney+ | Walt Disney Studios Sony Pictures Releasing,3.96,973.0,76.0,223.0,1.0,501.0,100.0
490,National Lampoon's Animal House,141600000,1978,0,,,7.4,135694.0,109.0,Comedy,,,,,,,,,,
491,Pocahontas,141579773,1995,0,,,6.7,216544.0,81.0,"Adventure,Animation,Drama",6.0,G,GoodTimes Entertainment,,,,,,,
492,A Few Good Men,141340178,1992,0,,,7.7,314986.0,138.0,"Drama,Thriller",12.0,R,InterCom,,,,,,,
493,Slumdog Millionaire,141319928,2008,0,,,8.0,907874.0,120.0,"Crime,Drama,Romance",11.0,R,Pathé,,,,,,,
494,Rush Hour,141186864,1998,0,,,7.1,326222.0,98.0,"Action,Comedy,Crime",9.0,PG-13,New Line Cinema | Netflix | Amazon Prime Video,,,,,,,
495,The Blair Witch Project,140539099,1999,0,,,6.5,314467.0,81.0,"Horror,Mystery",7.0,R,Netflix | Artisan Entertainment,,,,,,,
496,Shazam!,140480049,2019,0,,,7.0,411525.0,132.0,"Action,Adventure,Comedy",3.0,PG-13,Warner Bros. Entertainment | Netflix | InterCom,,,,,,,
497,Deep Impact,140464664,1998,0,,,6.3,204418.0,120.0,"Action,Drama,Sci-Fi",5.0,PG-13,Paramount Pictures | DreamWorks | Netflix,,,,,,,
498,Ocean's Eight,140295726,2018,0,,,6.3,260087.0,110.0,"Comedy,Crime,Thriller",6.0,PG-13,,,,,,,,
499,Rush Hour 3,140125968,2007,0,,,6.3,198325.0,91.0,"Action,Comedy,Crime",8.0,PG-13,Netflix | InterCom,,,,,,,
500,Look Who's Talking,140088813,1989,0,,,6.0,90752.0,93.0,"Comedy,Romance",10.0,PG-13,Netflix | InterCom,,,,,,,
